Date/Time,Temp(C),RH(%),Dew Point(C),Ptychostomum
11/25/19 17:26:00,22.3,44.85,9.74,105.6
11/25/19 17:26:20,22.47,44.55,9.79,105.49
11/25/19 17:26:40,22.52,44.43,9.8,105.6
11/25/19 17:27:00,22.51,44.36,9.76,105.82
11/25/19 17:27:20,22.54,44.33,9.78,105.49
11/25/19 17:27:40,22.4,44.48,9.7,105.04
11/25/19 17:28:00,22.35,44.66,9.72,105.26
11/25/19 17:28:20,22.46,44.48,9.76,105.49
11/25/19 17:28:40,22.33,44.79,9.74,105.15
11/25/19 17:29:00,22.25,44.97,9.73,105.04
11/25/19 17:29:20,22.44,44.61,9.78,105.71
11/25/19 17:29:40,22.46,44.45,9.75,105.49
11/25/19 17:30:00,22.5,44.36,9.75,105.26
11/25/19 17:30:20,22.32,44.72,9.71,105.6
11/25/19 17:30:40,22.45,44.51,9.76,105.6
11/25/19 17:31:00,22.44,44.45,9.73,106.16
11/25/19 17:31:20,22.5,44.42,9.78,106.05
11/25/19 17:31:40,22.51,44.36,9.76,105.94
11/25/19 17:32:00,22.5,44.33,9.74,105.71
11/25/19 17:32:20,22.28,44.85,9.72,106.5
11/25/19 17:32:40,22.2,45.1,9.73,106.39
11/25/19 17:33:00,22.4,44.67,9.77,106.73
11/25/19 17:33:20,22.26,44.91,9.72,106.73
11/25/19 17:33:40,22.42,44.64,9.78,106.39
11/25/19 17:34:00,22.46,44.48,9.76,106.73
11/25/19 17:34:20,22.32,44.69,9.7,106.95
11/25/19 17:34:40,22.43,44.54,9.75,106.5
11/25/19 17:35:00,22.48,44.49,9.78,105.82
11/25/19 17:35:20,22.48,44.42,9.76,106.73
11/25/19 17:35:40,22.48,44.36,9.74,106.5
11/25/19 17:36:00,22.5,44.39,9.77,106.61
11/25/19 17:36:20,22.44,44.42,9.72,106.5
11/25/19 17:36:40,22.48,44.42,9.76,106.84
11/25/19 17:37:00,22.49,44.39,9.76,106.28
11/25/19 17:37:20,22.48,44.39,9.75,106.73
11/25/19 17:37:40,22.27,44.85,9.71,106.95
11/25/19 17:38:00,22.17,45.09,9.7,107.07
11/25/19 17:38:20,22.38,44.73,9.77,106.95
11/25/19 17:38:40,22.24,44.97,9.72,106.95
11/25/19 17:39:00,22.4,44.67,9.77,107.18
11/25/19 17:39:20,22.44,44.51,9.75,107.18
11/25/19 17:39:40,22.47,44.45,9.76,107.52
11/25/19 17:40:00,22.47,44.42,9.75,107.29
11/25/19 17:40:20,22.46,44.42,9.74,106.84
11/25/19 17:40:40,22.47,44.42,9.75,106.95
11/25/19 17:41:00,22.47,44.42,9.75,107.07
11/25/19 17:41:20,22.48,44.42,9.76,107.29
11/25/19 17:41:40,22.47,44.39,9.74,107.63
11/25/19 17:42:00,22.48,44.42,9.76,107.97
11/25/19 17:42:20,22.31,44.63,9.67,107.52
11/25/19 17:42:40,22.19,45.03,9.7,107.97
11/25/19 17:43:00,22.38,44.73,9.77,107.86
11/25/19 17:43:20,22.4,44.54,9.73,107.63
11/25/19 17:43:40,22.22,44.97,9.7,107.29
11/25/19 17:44:00,22.18,45.12,9.72,107.52
11/25/19 17:44:20,22.38,44.73,9.77,107.86
11/25/19 17:44:40,22.42,44.61,9.77,107.75
11/25/19 17:45:00,22.45,44.55,9.77,107.41
11/25/19 17:45:20,22.44,44.51,9.75,107.63
11/25/19 17:45:40,22.45,44.48,9.75,107.52
11/25/19 17:46:00,22.46,44.48,9.76,107.86
11/25/19 17:46:20,22.46,44.45,9.75,107.86
11/25/19 17:46:40,22.47,44.48,9.77,107.97
11/25/19 17:47:00,22.38,44.54,9.71,107.97
11/25/19 17:47:20,22.44,44.55,9.76,107.86
11/25/19 17:47:40,22.45,44.48,9.75,108.31
11/25/19 17:48:00,22.45,44.51,9.76,108.31
11/25/19 17:48:20,22.44,44.48,9.74,108.54
11/25/19 17:48:40,22.31,44.69,9.69,108.43
11/25/19 17:49:00,22.4,44.61,9.75,108.43
11/25/19 17:49:20,22.24,44.94,9.71,107.86
11/25/19 17:49:40,22.38,44.7,9.76,108.2
11/25/19 17:50:00,22.42,44.58,9.75,108.77
11/25/19 17:50:20,22.42,44.54,9.74,108.54
11/25/19 17:50:40,22.42,44.48,9.72,108.54
11/25/19 17:51:00,22.43,44.48,9.73,108.43
11/25/19 17:51:20,22.31,44.66,9.68,108.66
11/25/19 17:51:40,22.41,44.61,9.76,108.66
11/25/19 17:52:00,22.44,44.55,9.76,108.31
11/25/19 17:52:20,22.43,44.51,9.74,108.66
11/25/19 17:52:40,22.2,45,9.7,108.54
11/25/19 17:53:00,22.36,44.76,9.76,108.43
11/25/19 17:53:20,22.41,44.61,9.76,109.23
11/25/19 17:53:40,22.25,44.94,9.72,109.57
11/25/19 17:54:00,22.36,44.73,9.75,109.57
11/25/19 17:54:20,22.41,44.64,9.77,109.91
11/25/19 17:54:40,22.22,44.97,9.7,109.8
11/25/19 17:55:00,22.38,44.76,9.78,109.57
11/25/19 17:55:20,22.41,44.64,9.77,110.03
11/25/19 17:55:40,22.41,44.61,9.76,110.6
11/25/19 17:56:00,22.44,44.58,9.77,110.03
11/25/19 17:56:20,22.44,44.61,9.78,109.57
11/25/19 17:56:40,22.44,44.58,9.77,110.26
11/25/19 17:57:00,22.44,44.58,9.77,110.14
11/25/19 17:57:20,22.44,44.58,9.77,110.26
11/25/19 17:57:40,22.44,44.58,9.77,110.14
11/25/19 17:58:00,22.44,44.58,9.77,109.91
11/25/19 17:58:20,22.46,44.58,9.79,110.37
11/25/19 17:58:40,22.44,44.58,9.77,110.72
11/25/19 17:59:00,22.44,44.61,9.78,110.72
11/25/19 17:59:20,22.45,44.58,9.78,110.72
11/25/19 17:59:40,22.44,44.58,9.77,110.72
11/25/19 18:00:00,22.45,44.58,9.78,110.26
11/25/19 18:00:20,22.44,44.58,9.77,110.6
11/25/19 18:00:40,22.44,44.58,9.77,110.03
11/25/19 18:01:00,22.44,44.58,9.77,110.6
11/25/19 18:01:20,22.44,44.58,9.77,110.72
11/25/19 18:01:40,22.31,44.79,9.73,111.29
11/25/19 18:02:00,22.4,44.7,9.78,110.72
11/25/19 18:02:20,22.42,44.64,9.78,110.72
11/25/19 18:02:40,22.42,44.61,9.77,110.95
11/25/19 18:03:00,22.42,44.61,9.77,110.14
11/25/19 18:03:20,22.43,44.61,9.78,110.95
11/25/19 18:03:40,22.42,44.61,9.77,110.83
11/25/19 18:04:00,22.42,44.61,9.77,110.49
11/25/19 18:04:20,22.42,44.64,9.78,110.83
11/25/19 18:04:40,22.43,44.64,9.79,110.49
11/25/19 18:05:00,22.44,44.64,9.8,110.72
11/25/19 18:05:20,22.42,44.64,9.78,111.41
11/25/19 18:05:40,22.44,44.67,9.81,111.52
11/25/19 18:06:00,22.34,44.76,9.74,111.06
11/25/19 18:06:20,22.4,44.73,9.79,110.83
11/25/19 18:06:40,22.42,44.7,9.8,111.18
11/25/19 18:07:00,22.42,44.67,9.79,111.87
11/25/19 18:07:20,22.32,44.85,9.76,111.29
11/25/19 18:07:40,22.39,44.8,9.8,111.29
11/25/19 18:08:00,22.32,44.85,9.76,111.29
11/25/19 18:08:20,22.39,44.8,9.8,110.95
11/25/19 18:08:40,22.42,44.74,9.81,111.52
11/25/19 18:09:00,22.42,44.74,9.81,111.99
11/25/19 18:09:20,22.43,44.74,9.82,111.87
11/25/19 18:09:40,22.42,44.7,9.8,111.18
11/25/19 18:10:00,22.41,44.74,9.8,111.52
11/25/19 18:10:20,22.42,44.7,9.8,111.29
11/25/19 18:10:40,22.25,45.01,9.74,111.87
11/25/19 18:11:00,22.27,44.98,9.75,112.33
11/25/19 18:11:20,22.35,44.86,9.79,112.45
11/25/19 18:11:40,22.39,44.8,9.8,112.57
11/25/19 18:12:00,22.42,44.77,9.82,112.45
11/25/19 18:12:20,22.42,44.77,9.82,112.45
11/25/19 18:12:40,22.42,44.77,9.82,112.45
11/25/19 18:13:00,22.42,44.74,9.81,112.68
11/25/19 18:13:20,22.43,44.74,9.82,111.87
11/25/19 18:13:40,22.44,44.74,9.83,112.45
11/25/19 18:14:00,22.41,44.74,9.8,112.45
11/25/19 18:14:20,22.4,44.73,9.79,112.57
11/25/19 18:14:40,22.42,44.74,9.81,113.5
11/25/19 18:15:00,22.41,44.7,9.79,113.15
11/25/19 18:15:20,22.4,44.7,9.78,113.61
11/25/19 18:15:40,22.42,44.7,9.8,113.03
11/25/19 18:16:00,22.42,44.7,9.8,113.61
11/25/19 18:16:20,22.42,44.7,9.8,113.26
11/25/19 18:16:40,22.42,44.67,9.79,112.8
11/25/19 18:17:00,22.42,44.7,9.8,113.38
11/25/19 18:17:20,22.41,44.74,9.8,113.26
11/25/19 18:17:40,22.42,44.74,9.81,113.15
11/25/19 18:18:00,22.4,44.7,9.78,113.61
11/25/19 18:18:20,22.41,44.74,9.8,113.38
11/25/19 18:18:40,22.42,44.74,9.81,113.03
11/25/19 18:19:00,22.37,44.76,9.77,113.03
11/25/19 18:19:20,22.41,44.77,9.81,113.96
11/25/19 18:19:40,22.41,44.74,9.8,113.5
11/25/19 18:20:00,22.4,44.73,9.79,113.5
11/25/19 18:20:20,22.42,44.74,9.81,114.2
11/25/19 18:20:40,22.36,44.79,9.77,114.08
11/25/19 18:21:00,22.4,44.73,9.79,113.73
11/25/19 18:21:20,22.18,45.22,9.75,114.2
11/25/19 18:21:40,22.34,44.98,9.82,114.31
11/25/19 18:22:00,22.38,44.86,9.81,113.96
11/25/19 18:22:20,22.39,44.8,9.8,113.61
11/25/19 18:22:40,22.42,44.8,9.83,114.2
11/25/19 18:23:00,22.42,44.77,9.82,114.78
11/25/19 18:23:20,22.42,44.77,9.82,114.55
11/25/19 18:23:40,22.41,44.74,9.8,114.78
11/25/19 18:24:00,22.42,44.77,9.82,114.31
11/25/19 18:24:20,22.41,44.8,9.82,114.2
11/25/19 18:24:40,22.42,44.8,9.83,114.9
11/25/19 18:25:00,22.43,44.74,9.82,114.78
11/25/19 18:25:20,22.42,44.74,9.81,114.55
11/25/19 18:25:40,22.19,45.22,9.76,114.08
11/25/19 18:26:00,22.34,45.02,9.83,114.31
11/25/19 18:26:20,22.4,44.86,9.83,114.9
11/25/19 18:26:40,22.21,45.19,9.77,115.13
11/25/19 18:27:00,22.34,44.98,9.82,114.78
11/25/19 18:27:20,22.38,44.86,9.81,114.78
11/25/19 18:27:40,22.24,45.1,9.77,114.78
11/25/19 18:28:00,22.36,44.95,9.83,115.6
11/25/19 18:28:20,22.4,44.86,9.83,115.02
11/25/19 18:28:40,22.41,44.8,9.82,115.37
11/25/19 18:29:00,22.42,44.8,9.83,115.37
11/25/19 18:29:20,22.42,44.8,9.83,115.49
11/25/19 18:29:40,22.34,44.86,9.78,115.25
11/25/19 18:30:00,22.36,44.86,9.79,115.37
11/25/19 18:30:20,22.3,44.98,9.78,116.19
11/25/19 18:30:40,22.34,44.92,9.8,115.72
11/25/19 18:31:00,22.4,44.86,9.83,115.6
11/25/19 18:31:20,22.4,44.83,9.82,115.6
11/25/19 18:31:40,22.41,44.83,9.83,115.84
11/25/19 18:32:00,22.42,44.8,9.83,115.13
11/25/19 18:32:20,22.42,44.83,9.84,115.49
11/25/19 18:32:40,22.42,44.8,9.83,115.25
11/25/19 18:33:00,22.23,45.16,9.78,115.6
11/25/19 18:33:20,22.38,45.02,9.87,115.6
11/25/19 18:33:40,22.39,44.86,9.82,115.84
11/25/19 18:34:00,22.4,44.83,9.82,115.84
11/25/19 18:34:20,22.41,44.83,9.83,116.31
11/25/19 18:34:40,22.42,44.8,9.83,115.96
11/25/19 18:35:00,22.35,44.86,9.79,116.19
11/25/19 18:35:20,22.4,44.83,9.82,116.31
11/25/19 18:35:40,22.39,44.8,9.8,116.19
11/25/19 18:36:00,22.4,44.8,9.81,115.96
11/25/19 18:36:20,22.17,45.25,9.75,115.72
11/25/19 18:36:40,22.32,45.01,9.81,115.49
11/25/19 18:37:00,22.38,44.89,9.82,116.19
11/25/19 18:37:20,22.4,44.83,9.82,116.55
11/25/19 18:37:40,22.39,44.8,9.8,115.96
11/25/19 18:38:00,22.4,44.8,9.81,115.84
11/25/19 18:38:20,22.24,45.04,9.74,115.84
11/25/19 18:38:40,22.34,44.95,9.81,115.49
11/25/19 18:39:00,22.37,44.86,9.8,115.72
11/25/19 18:39:20,22.23,45.1,9.76,115.96
11/25/19 18:39:40,22.34,44.98,9.82,116.19
11/25/19 18:40:00,22.2,45.16,9.75,116.08
11/25/19 18:40:20,22.28,45.01,9.77,116.19
11/25/19 18:40:40,22.36,44.92,9.82,116.08
11/25/19 18:41:00,22.37,44.86,9.8,115.96
11/25/19 18:41:20,22.37,44.83,9.79,115.6
11/25/19 18:41:40,22.38,44.8,9.79,116.19
11/25/19 18:42:00,22.37,44.79,9.78,116.9
11/25/19 18:42:20,22.38,44.8,9.79,115.96
11/25/19 18:42:40,22.18,45.16,9.73,116.43
11/25/19 18:43:00,22.31,44.95,9.78,116.9
11/25/19 18:43:20,22.36,44.86,9.79,115.96
11/25/19 18:43:40,22.38,44.8,9.79,115.6
11/25/19 18:44:00,22.37,44.79,9.78,115.96
11/25/19 18:44:20,22.38,44.8,9.79,116.19
11/25/19 18:44:40,22.38,44.8,9.79,116.31
11/25/19 18:45:00,22.37,44.76,9.77,116.55
11/25/19 18:45:20,22.38,44.8,9.79,116.55
11/25/19 18:45:40,22.3,44.79,9.72,116.9
11/25/19 18:46:00,22.35,44.79,9.76,116.19
11/25/19 18:46:20,22.36,44.76,9.76,117.14
11/25/19 18:46:40,22.37,44.73,9.76,116.55
11/25/19 18:47:00,22.13,45.22,9.7,116.9
11/25/19 18:47:20,22.28,44.94,9.75,117.85
11/25/19 18:47:40,22.33,44.85,9.77,117.38
11/25/19 18:48:00,22.34,44.79,9.75,116.9
11/25/19 18:48:20,22.36,44.73,9.75,116.78
11/25/19 18:48:40,22.35,44.73,9.74,117.26
11/25/19 18:49:00,22.36,44.73,9.75,117.61
11/25/19 18:49:20,22.36,44.73,9.75,117.73
11/25/19 18:49:40,22.3,44.72,9.69,117.14
11/25/19 18:50:00,22.34,44.76,9.74,117.26
11/25/19 18:50:20,22.35,44.73,9.74,117.14
11/25/19 18:50:40,22.34,44.73,9.73,117.73
11/25/19 18:51:00,22.35,44.7,9.73,117.73
11/25/19 18:51:20,22.36,44.7,9.74,117.49
11/25/19 18:51:40,22.36,44.7,9.74,117.26
11/25/19 18:52:00,22.36,44.66,9.73,117.02
11/25/19 18:52:20,22.13,45.15,9.68,117.14
11/25/19 18:52:40,22.28,44.91,9.74,117.14
11/25/19 18:53:00,22.31,44.79,9.73,117.73
11/25/19 18:53:20,22.33,44.69,9.71,118.21
11/25/19 18:53:40,22.34,44.66,9.71,117.38
11/25/19 18:54:00,22.33,44.66,9.7,117.38
11/25/19 18:54:20,22.33,44.66,9.7,117.02
11/25/19 18:54:40,22.33,44.63,9.69,117.26
11/25/19 18:55:00,22.33,44.63,9.69,117.85
11/25/19 18:55:20,22.34,44.6,9.69,117.85
11/25/19 18:55:40,22.32,44.63,9.68,118.09
11/25/19 18:56:00,22.2,44.81,9.63,118.09
11/25/19 18:56:20,22.23,44.78,9.65,118.09
11/25/19 18:56:40,22.3,44.72,9.69,118.56
11/25/19 18:57:00,22.31,44.66,9.68,118.45
11/25/19 18:57:20,22.3,44.63,9.66,117.85
11/25/19 18:57:40,22.31,44.63,9.67,117.85
11/25/19 18:58:00,22.32,44.6,9.67,117.85
11/25/19 18:58:20,22.34,44.6,9.69,118.45
11/25/19 18:58:40,22.09,45.15,9.65,118.45
11/25/19 18:59:00,22.26,44.85,9.7,117.61
11/25/19 18:59:20,22.28,44.72,9.68,118.21
11/25/19 18:59:40,22.12,44.89,9.59,118.56
11/25/19 19:00:00,22.26,44.65,9.64,118.45
11/25/19 19:00:20,22.28,44.46,9.59,119.16
11/25/19 19:00:40,22.28,44.33,9.55,119.16
11/25/19 19:01:00,22.29,44.24,9.52,118.92
11/25/19 19:01:20,22.27,44.17,9.48,119.76
11/25/19 19:01:40,22.26,44.14,9.46,119.64
11/25/19 19:02:00,22.26,44.17,9.47,119.64
11/25/19 19:02:20,22.28,44.11,9.47,119.76
11/25/19 19:02:40,22.26,44.11,9.45,119.88
11/25/19 19:03:00,22.26,44.11,9.45,119.88
11/25/19 19:03:20,22.27,44.08,9.45,120.12
11/25/19 19:03:40,22.26,44.07,9.44,120.12
11/25/19 19:04:00,22.19,44.07,9.37,120
11/25/19 19:04:20,22.23,44.07,9.41,120.6
11/25/19 19:04:40,22.24,44.04,9.41,120.36
11/25/19 19:05:00,22.23,44.04,9.4,120.48
11/25/19 19:05:20,22.24,44.01,9.4,120.12
11/25/19 19:05:40,22.24,44.01,9.4,120.36
11/25/19 19:06:00,22.25,44.01,9.41,120.6
11/25/19 19:06:20,22.23,43.97,9.38,120.96
11/25/19 19:06:40,22.22,44,9.38,121.57
11/25/19 19:07:00,22.23,43.97,9.38,120.48
11/25/19 19:07:20,22.22,43.97,9.37,121.2
11/25/19 19:07:40,22.22,43.97,9.37,120.84
11/25/19 19:08:00,22.23,43.97,9.38,121.2
11/25/19 19:08:20,22.22,43.97,9.37,121.2
11/25/19 19:08:40,22.21,43.97,9.36,121.69
11/25/19 19:09:00,22.22,43.94,9.36,121.2
11/25/19 19:09:20,22.07,44.21,9.32,121.32
11/25/19 19:09:40,22.16,44.09,9.36,121.93
11/25/19 19:10:00,22.19,44,9.35,121.32
11/25/19 19:10:20,22.2,43.97,9.35,120.6
11/25/19 19:10:40,22.2,43.97,9.35,120.96
11/25/19 19:11:00,22.2,43.97,9.35,121.32
11/25/19 19:11:20,22.21,43.97,9.36,121.69
11/25/19 19:11:40,22.2,43.97,9.35,121.44
11/25/19 19:12:00,22.18,43.94,9.32,122.29
11/25/19 19:12:20,22.2,43.94,9.34,121.93
11/25/19 19:12:40,22.2,43.94,9.34,121.32
11/25/19 19:13:00,22.19,43.97,9.34,121.81
11/25/19 19:13:20,22.21,43.94,9.35,122.17
11/25/19 19:13:40,22.2,43.94,9.34,121.81
11/25/19 19:14:00,22.19,43.94,9.33,121.32
11/25/19 19:14:20,22.19,43.94,9.33,121.93
11/25/19 19:14:40,22,44.3,9.28,122.53
11/25/19 19:15:00,22.13,44.12,9.34,122.78
11/25/19 19:15:20,22.18,44,9.34,122.53
11/25/19 19:15:40,22.19,43.97,9.34,122.53
11/25/19 19:16:00,22.19,43.94,9.33,121.81
11/25/19 19:16:20,22.18,43.94,9.32,123.02
11/25/19 19:16:40,22.18,43.94,9.32,122.29
11/25/19 19:17:00,22.18,43.94,9.32,122.29
11/25/19 19:17:20,22.18,43.94,9.32,122.78
11/25/19 19:17:40,22.19,43.94,9.33,122.65
11/25/19 19:18:00,22.19,43.94,9.33,121.93
11/25/19 19:18:20,22.2,43.94,9.34,122.53
11/25/19 19:18:40,22.18,43.94,9.32,123.02
11/25/19 19:19:00,21.98,44.36,9.28,122.65
11/25/19 19:19:20,21.92,44.48,9.27,122.41
11/25/19 19:19:40,22.09,44.18,9.32,122.78
11/25/19 19:20:00,22.13,44.06,9.32,122.9
11/25/19 19:20:20,22.17,44,9.33,122.53
11/25/19 19:20:40,22.16,43.97,9.31,122.78
11/25/19 19:21:00,22.18,43.94,9.32,122.17
11/25/19 19:21:20,22.18,43.94,9.32,123.02
11/25/19 19:21:40,22.17,43.93,9.31,123.38
11/25/19 19:22:00,22.17,43.93,9.31,122.9
11/25/19 19:22:20,22.17,43.93,9.31,123.14
11/25/19 19:22:40,22.17,43.93,9.31,123.02
11/25/19 19:23:00,22.17,43.93,9.31,123.14
11/25/19 19:23:20,22.17,43.93,9.31,124.48
11/25/19 19:23:40,22.15,43.93,9.29,123.26
11/25/19 19:24:00,22.16,43.93,9.3,123.02
11/25/19 19:24:20,22.16,43.93,9.3,123.63
11/25/19 19:24:40,22.16,43.93,9.3,123.75
11/25/19 19:25:00,22.16,43.93,9.3,123.14
11/25/19 19:25:20,22.16,43.93,9.3,123.87
11/25/19 19:25:40,22.17,43.93,9.31,124.12
11/25/19 19:26:00,22.16,43.93,9.3,123.87
11/25/19 19:26:20,22.15,43.9,9.28,123.51
11/25/19 19:26:40,22.15,43.9,9.28,123.99
11/25/19 19:27:00,22.13,43.93,9.27,124.24
11/25/19 19:27:20,22.14,43.9,9.27,123.87
11/25/19 19:27:40,22.14,43.93,9.28,123.87
11/25/19 19:28:00,22.13,43.93,9.27,124.48
11/25/19 19:28:20,22.12,43.93,9.27,123.75
11/25/19 19:28:40,22.05,44.02,9.23,124.48
11/25/19 19:29:00,22.08,43.99,9.25,124.61
11/25/19 19:29:20,22.13,43.99,9.3,123.87
11/25/19 19:29:40,22.12,43.96,9.28,124.97
11/25/19 19:30:00,22.13,43.96,9.29,124.48
11/25/19 19:30:20,22.06,43.99,9.23,124.48
11/25/19 19:30:40,22.11,43.99,9.28,124.85
11/25/19 19:31:00,22.11,43.99,9.28,124.73
11/25/19 19:31:20,22.13,43.99,9.3,124.48
11/25/19 19:31:40,22.12,43.96,9.28,124.97
11/25/19 19:32:00,22.12,43.99,9.29,124.97
11/25/19 19:32:20,22.12,43.96,9.28,124.12
11/25/19 19:32:40,22.12,43.96,9.28,124.36
11/25/19 19:33:00,22.12,43.93,9.27,124.85
11/25/19 19:33:20,22.12,43.93,9.27,124.73
11/25/19 19:33:40,22.13,43.93,9.27,124.61
11/25/19 19:34:00,22.12,43.93,9.27,124.73
11/25/19 19:34:20,22.14,43.93,9.28,124.97
11/25/19 19:34:40,22.12,43.93,9.27,125.22
11/25/19 19:35:00,22.11,43.96,9.27,125.46
11/25/19 19:35:20,22.12,43.96,9.28,125.59
11/25/19 19:35:40,22.12,43.96,9.28,125.1
11/25/19 19:36:00,22.11,43.99,9.28,126.08
11/25/19 19:36:20,22.11,43.96,9.27,125.96
11/25/19 19:36:40,22.11,43.96,9.27,125.59
11/25/19 19:37:00,22.12,43.99,9.29,125.71
11/25/19 19:37:20,22.11,43.96,9.27,126.08
11/25/19 19:37:40,22.11,43.99,9.28,126.08
11/25/19 19:38:00,22.11,43.99,9.28,125.96
11/25/19 19:38:20,22.13,43.99,9.3,126.82
11/25/19 19:38:40,21.9,44.35,9.21,126.33
11/25/19 19:39:00,22.05,44.18,9.29,125.59
11/25/19 19:39:20,22.08,44.09,9.28,126.2
11/25/19 19:39:40,22.08,44.02,9.26,127.07
11/25/19 19:40:00,22.1,43.99,9.27,126.2
11/25/19 19:40:20,22.1,43.99,9.27,126.7
11/25/19 19:40:40,22.1,43.99,9.27,127.32
11/25/19 19:41:00,22.09,43.99,9.26,126.57
11/25/19 19:41:20,22.09,43.99,9.26,126.45
11/25/19 19:41:40,22.08,43.99,9.25,126.2
11/25/19 19:42:00,22.09,43.99,9.26,127.32
11/25/19 19:42:20,22.08,44.02,9.26,127.19
11/25/19 19:42:40,22.1,43.99,9.27,126.94
11/25/19 19:43:00,22.08,43.99,9.25,127.32
11/25/19 19:43:20,22.09,43.99,9.26,127.56
11/25/19 19:43:40,22.08,44.02,9.26,126.45
11/25/19 19:44:00,22.07,44.02,9.25,127.32
11/25/19 19:44:20,22.08,44.02,9.26,127.44
11/25/19 19:44:40,22.07,43.99,9.24,127.32
11/25/19 19:45:00,22.07,44.02,9.25,127.44
11/25/19 19:45:20,22.08,44.02,9.26,127.69
11/25/19 19:45:40,22.07,44.05,9.26,127.81
11/25/19 19:46:00,22.08,44.02,9.26,128.06
11/25/19 19:46:20,22.08,44.02,9.26,127.07
11/25/19 19:46:40,22.08,44.02,9.26,127.07
11/25/19 19:47:00,21.87,44.45,9.21,127.69
11/25/19 19:47:20,22,44.24,9.26,128.81
11/25/19 19:47:40,22.05,44.11,9.26,128.18
11/25/19 19:48:00,22.08,44.05,9.27,128.43
11/25/19 19:48:20,22.06,44.05,9.25,127.44
11/25/19 19:48:40,22.08,44.05,9.27,128.18
11/25/19 19:49:00,21.86,44.44,9.2,128.18
11/25/19 19:49:20,21.78,44.72,9.22,128.81
11/25/19 19:49:40,21.97,44.36,9.28,128.43
11/25/19 19:50:00,22.02,44.17,9.26,127.81
11/25/19 19:50:20,22.05,44.11,9.26,128.06
11/25/19 19:50:40,22.04,44.05,9.23,128.43
11/25/19 19:51:00,22.06,44.08,9.26,127.69
11/25/19 19:51:20,22.05,44.08,9.25,128.56
11/25/19 19:51:40,22.05,44.05,9.24,128.56
11/25/19 19:52:00,22.06,44.05,9.25,129.06
11/25/19 19:52:20,22.06,44.05,9.25,128.43
11/25/19 19:52:40,22.07,44.05,9.26,129.18
11/25/19 19:53:00,22.06,44.05,9.25,129.31
11/25/19 19:53:20,22.06,44.05,9.25,129.31
11/25/19 19:53:40,22.06,44.05,9.25,129.18
11/25/19 19:54:00,22.06,44.05,9.25,130.31
11/25/19 19:54:20,22.06,44.05,9.25,129.06
11/25/19 19:54:40,22.06,44.05,9.25,130.06
11/25/19 19:55:00,22.06,44.05,9.25,128.93
11/25/19 19:55:20,22.06,44.05,9.25,130.06
11/25/19 19:55:40,22.04,44.05,9.23,129.43
11/25/19 19:56:00,22.04,44.05,9.23,129.56
11/25/19 19:56:20,21.84,44.47,9.2,130.06
11/25/19 19:56:40,21.97,44.27,9.24,129.31
11/25/19 19:57:00,22.03,44.18,9.27,129.81
11/25/19 19:57:20,22.04,44.11,9.25,129.31
11/25/19 19:57:40,22.04,44.11,9.25,129.43
11/25/19 19:58:00,22.04,44.08,9.24,130.06
11/25/19 19:58:20,22.04,44.08,9.24,130.18
11/25/19 19:58:40,21.85,44.41,9.18,131.06
11/25/19 19:59:00,21.98,44.23,9.24,130.06
11/25/19 19:59:20,22.03,44.18,9.27,130.43
11/25/19 19:59:40,22.02,44.11,9.24,130.31
11/25/19 20:00:00,22.03,44.08,9.23,130.31
11/25/19 20:00:20,22.03,44.08,9.23,130.81
11/25/19 20:00:40,22.03,44.11,9.25,131.19
11/25/19 20:01:00,22.02,44.11,9.24,130.18
11/25/19 20:01:20,22.03,44.08,9.23,130.69
11/25/19 20:01:40,22.03,44.08,9.23,130.81
11/25/19 20:02:00,22.02,44.11,9.24,131.44
11/25/19 20:02:20,22.04,44.08,9.24,130.69
11/25/19 20:02:40,22.03,44.08,9.23,131.06
11/25/19 20:03:00,22.04,44.08,9.24,131.19
11/25/19 20:03:20,22.03,44.08,9.23,132.2
11/25/19 20:03:40,22.02,44.08,9.23,131.19
11/25/19 20:04:00,22.02,44.11,9.24,131.06
11/25/19 20:04:20,22.04,44.11,9.25,131.69
11/25/19 20:04:40,22.04,44.08,9.24,131.31
11/25/19 20:05:00,21.9,44.26,9.18,131.69
11/25/19 20:05:20,22,44.2,9.25,131.31
11/25/19 20:05:40,22.02,44.14,9.25,131.69
11/25/19 20:06:00,22.02,44.11,9.24,131.19
11/25/19 20:06:20,22.02,44.11,9.24,131.95
11/25/19 20:06:40,22,44.11,9.22,132.33
11/25/19 20:07:00,22.01,44.11,9.23,132.07
11/25/19 20:07:20,22.01,44.11,9.23,131.44
11/25/19 20:07:40,22.01,44.11,9.23,131.19
11/25/19 20:08:00,22.02,44.11,9.24,131.44
11/25/19 20:08:20,22.02,44.11,9.24,132.07
11/25/19 20:08:40,21.88,44.32,9.18,132.71
11/25/19 20:09:00,21.98,44.23,9.24,133.85
11/25/19 20:09:20,22,44.17,9.24,132.45
11/25/19 20:09:40,22,44.14,9.23,132.45
11/25/19 20:10:00,22,44.14,9.23,133.09
11/25/19 20:10:20,22.01,44.11,9.23,132.45
11/25/19 20:10:40,22.01,44.11,9.23,132.2
11/25/19 20:11:00,22.01,44.11,9.23,133.09
11/25/19 20:11:20,22.02,44.11,9.24,133.72
11/25/19 20:11:40,22,44.11,9.22,132.96
11/25/19 20:12:00,22,44.11,9.22,132.45
